,pos_mean,pos_num,pos_std,neg_mean,neg_num,neg_std
0,0.018091756850481033,19.0,0.009384296834468842,-0.009276666678488255,17.0,0.010244331322610378
1,0.012729302048683167,23.0,0.00972342025488615,-0.013838632963597775,20.0,0.010800076648592949
2,0.015870580449700356,23.0,0.007934375666081905,-0.011086379177868366,23.0,0.010184764862060547
3,0.014211423695087433,25.0,0.007921895943582058,-0.009375200606882572,16.0,0.009001759812235832
4,0.015221783891320229,23.0,0.01193635631352663,-0.007714649196714163,22.0,0.007820365019142628
5,0.018704017624258995,20.0,0.013261036947369576,-0.013788915239274502,20.0,0.01124541275203228
6,0.009622307494282722,23.0,0.005563388112932444,-0.00890887901186943,16.0,0.008100466802716255
7,0.01838156022131443,24.0,0.012969566509127617,-0.006065409630537033,16.0,0.006174300331622362
8,0.009821868501603603,23.0,0.006490871775895357,-0.011786012910306454,27.0,0.012650169432163239
9,0.01730838418006897,30.0,0.012610017322003841,-0.014275536872446537,20.0,0.010052218101918697
10,0.016608746722340584,19.0,0.012185810133814812,-0.00691967410966754,27.0,0.005383430980145931
11,0.016999468207359314,29.0,0.01138616818934679,-0.010398435406386852,11.0,0.00771109526976943
12,0.012644044123589993,23.0,0.008745066821575165,-0.010274143889546394,21.0,0.008645297959446907
13,0.01789110340178013,29.0,0.014395715668797493,-0.00819097924977541,19.0,0.011976411566138268
14,0.017193099483847618,24.0,0.009688966907560825,-0.011462842114269733,19.0,0.009282543323934078
15,0.015088673681020737,32.0,0.009994706138968468,-0.009045730344951153,18.0,0.007448926102370024
16,0.016473334282636642,27.0,0.011108249425888062,-0.009871786460280418,27.0,0.011206986382603645
17,0.015781812369823456,25.0,0.01189753320068121,-0.006269973702728748,18.0,0.005235335789620876
18,0.012449049390852451,33.0,0.008423304185271263,-0.004446861334145069,19.0,0.005886391270905733
19,0.016320761293172836,30.0,0.01122658234089613,-0.00814618170261383,13.0,0.008018231019377708
20,0.015226167626678944,28.0,0.01632624864578247,-0.004652643110603094,16.0,0.004038637038320303
21,0.014614912681281567,29.0,0.009570934809744358,-0.012281451374292374,17.0,0.009779063053429127
22,0.01711791567504406,31.0,0.008598821237683296,-0.007217466365545988,15.0,0.007528525311499834
23,0.018403280526399612,29.0,0.012672149576246738,-0.006419714540243149,17.0,0.007208264898508787
24,0.013360844925045967,27.0,0.009968554601073265,-0.008928501047194004,15.0,0.011987143196165562
25,0.0134663050994277,23.0,0.0103140315040946,-0.010101190768182278,18.0,0.0077867815271019936
26,0.01607390306890011,26.0,0.008422307670116425,-0.009548096917569637,22.0,0.009087149053812027
27,0.015823272988200188,33.0,0.011248654685914516,-0.012415708974003792,12.0,0.01104098092764616
28,0.020170575007796288,29.0,0.013663111254572868,-0.007787446957081556,17.0,0.009007594548165798
